"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Oct 22 20:34:47 GMT 2024","Tue Oct 22 20:34:47 GMT 2024","0","","MarkupTypeTestSuite","","","","TestUsecaseAddMarkUpType",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","AuthServiceSuite","","","","Auth",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","3","","AnnotattionServiceSuite","","","","DeleteAnotattionClassic",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","3","","AnnotattionServiceSuite","","","","AddAnnotation",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","UserRepoSuite","","","","UpdateUserByLogin",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","4","","AnnotattionServiceSuite","","","","GetAnottationByIDClassic",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","2","","AuthServiceSuite","","","","SignIn",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","4","","AnnotattionServiceSuite","","","","AddAnnotationClassic",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","AuthServiceSuite","","","","Auth",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","AnnotattionTypeServiceSuite","","","","DeleteAnotattionType",""
"failed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","8","","AnnotattionServiceSuite","","","","GetAllAnotattions",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","AnnotattionTypeServiceSuite","","","","GetAnottationTypeByID",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","0","","DocumentRepoSuite","","","","DeleteReportByID",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","3","","AnnotationTypeRepositorySuite","","","","GetAnnotationTypeByID",""
"passed","Tue Oct 22 20:35:04 GMT 2024","Tue Oct 22 20:35:08 GMT 2024","3652","","E2ESuite","","","","Test_E2ELoadingDocument",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","2","","AnnotationTypeRepositorySuite","","","","Get all annotation types with err",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","DocumentRepoSuite","","","","AddReport",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","AnnotattionServiceSuite","","","","areBBsValid",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","2","","AnnotationTypeRepositorySuite","","","","AddAnottationType",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","2","","AnnotattionTypeServiceSuite","","","","GetAllAnotattionTypesClassic",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","DocumentMetaDataRepoSuite","","","","AddDocument",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","2","","AnnotationTypeRepositorySuite","","","","GetAnottationsByUserID",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","UserRepoSuite","","","","Create user with error",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","2","","DocumentMetaDataRepoSuite","","","","GetDocumentByID",""
"passed","Tue Oct 22 20:34:47 GMT 2024","Tue Oct 22 20:34:49 GMT 2024","1621","","MarkupTypeTestSuite","","","","TestUsecaseGetMarkUpType",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","0","","DocumentRepoSuite","","","","GetDocumentByID",""
"skipped","Tue Oct 22 20:34:51 GMT 2024","Tue Oct 22 20:34:51 GMT 2024","0","","MarkupTestSuite","","","","TestUsecaseDeleteMarkUp",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","3","","AnnotattionTypeServiceSuite","","","","DeleteAnotattionTypeClassic",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","DocumentServiceSuite","","","","GetDocumentsByCreatorID",""
"skipped","Tue Oct 22 20:34:47 GMT 2024","Tue Oct 22 20:34:47 GMT 2024","0","","MarkupTypeTestSuite","","","","TestUsecaseDeleteMarkUpType",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","UserRepoSuite","","","","GetAllUsers",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","DocumentServiceSuite","","","","LoadDocument",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","2","","AnnotattionServiceSuite","","","","CheckPngFile",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","3","","AnnotattionTypeServiceSuite","","","","AddAnotattionTypeClassic",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","AnnotattionServiceSuite","","","","GetAnottationByID",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","0","","AnnotattionTypeServiceSuite","","","","AddAnotattionType",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","0","","AnnotattionServiceSuite","","","","DeleteAnotattion",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","3","","AnnotationTypeRepositorySuite","","","","GetAnottationTypesByIDs",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","2","","DocumentMetaDataRepoSuite","","","","DeleteDocumentByID",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","4","","DocumentServiceSuite","","","","LoadDocument",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","0","","DocumentServiceSuite","","","","GetDocumentByID",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","1","","AuthServiceSuite","","","","SignIn",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","2","","UserRepoSuite","","","","Get user by ID with error",""
"passed","Tue Oct 22 20:34:26 GMT 2024","Tue Oct 22 20:34:26 GMT 2024","3","","AnnotattionTypeServiceSuite","","","","GetAnottationTypeByIDClassic",""
