"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","4","","AnnotattionTypeServiceSuite","","","","AddAnotattionTypeClassic",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","0","","AnnotattionTypeServiceSuite","","","","DeleteAnotattionType",""
"passed","Fri Oct 18 21:29:56 GMT 2024","Fri Oct 18 21:29:58 GMT 2024","1404","","MarkupTestSuite","","","","TestUsecaseAddMarkUp",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","0","","DocumentServiceSuite","","","","GetDocumentByID",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","0","","AnnotattionTypeServiceSuite","","","","GetAnottationTypeByID",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","1","","DocumentServiceSuite","","","","LoadDocument",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","1","","AnnotattionServiceSuite","","","","GetAnottationByID",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","3","","AnnotationTypeRepositorySuite","","","","GetAnottationsByUserID",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","2","","AnnotationTypeRepositorySuite","","","","Get all annotation types with err",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","1","","DocumentMetaDataRepoSuite","","","","DeleteDocumentByID",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","2","","AuthServiceSuite","","","","SignIn",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","2","","AnnotattionServiceSuite","","","","CheckPngFile",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","4","","AnnotattionServiceSuite","","","","GetAllAnotattions",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","2","","DocumentMetaDataRepoSuite","","","","GetDocumentByID",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","2","","UserRepoSuite","","","","UpdateUserByLogin",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","1","","AuthServiceSuite","","","","SignIn",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","5","","AnnotattionServiceSuite","","","","AddAnnotationClassic",""
"passed","Fri Oct 18 21:29:49 GMT 2024","Fri Oct 18 21:29:52 GMT 2024","3210","","ITAuthTestSuite","","","","TestUsecaseSignIn",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","2","","AuthServiceSuite","","","","Auth",""
"passed","Fri Oct 18 21:29:28 GMT 2024","Fri Oct 18 21:29:28 GMT 2024","3","","AnnotationTypeRepositorySuite","","","","GetAnnotationTypeByID",""
"passed","Fri Oct 18 21:29:58 GMT 2024","Fri Oct 18 21:29:59 GMT 2024","1455","","MarkupTestSuite","","","","TestUsecaseDeleteMarkUp",""
